fsd_id,k1,k2,bv1,bv3,bv6,k7,k8_1,k8_2,k8_3,k8_4,k9_1,k9_2,k9_3,k9_4,k9_5,k9_6,k9_7,k9_8,k9_9,k9_10,k9_11,k9_12,k9_13,k9_14,k9_15,k9_16,k9_17,k9_18,k9_19,k9_20,k9_21,k9_22,k9_23,k9_24,k9_25,k9_26,k9_27,k9_28,k9_29,k9_30,k13,k14,k15,k16,k17,k18,k19,k20,k21_1,k21_2,k21_3,k21_4,k21_5,k21_6,k21_7,k21_8,k21_9,k22_1,k22_2,k22_3,k22_4,k22_5,k22_6,k22_7,k22_8,k22_9,k22_10,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34,k95_1,k95_2,k95_3,k95_4,k95_5,k95_6,k95_7,k95_8,k95_9,k95_10,k95_11,k95_12,k95_13,k95_14,k95_15,k95_16,k95_17,k95_18,height,weight,gender,age,BMI,BMI.factor,Social_wellbeing,Social_engagement,Mental_wellbeing,Emotional_wellbeing,Accomplishment,Pressure,EXhaustion
1,NA,1,1,23,0,1,4,4,4,5,NA,NA,NA,NA,3,2,NA,1,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,3,1,0,0,0,0,0,0,-2,-1,0,1,1,1,-1,0,0,1,0,1,0,0,0,1,0,1,0,2,2,2,2,3,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,3,1,3,1,2,3,1,180,80,Male,NA,24.691358024691358,Normal weight,-0.9014527819699639,-0.31264733310235726,-0.36767476627932394,0.36021830994900694,-1.1933486352482143,-1.5911969334150453,-0.9734333326952616
2,2,2,1,23,0,1,4,4,4,4,3,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA,1,NA,1,1,NA,3,3,2,1,1,NA,NA,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,2,2,1,2,2,2,1,1,2,4,2,2,4,2,2,3,2,3,4,4,3,4,5,4,4,4,5,172,55,Female,22-24,18.591130340724717,Normal weight,-0.8070226269806754,-0.4297040569260396,-0.10446186665655385,-0.782608945785566,0.791516015209718,0.18501279286800942,-0.27521372721756304
3,3,1,1,23,0,1,3,3,3,3,2,2,3,1,2,2,2,2,2,3,1,3,2,2,2,2,2,1,3,2,1,1,1,3,2,2,3,2,2,1,4,1,0,0,0,1,1,0,-1,1,0,NA,1,1,-2,-1,-1,2,4,2,3,1,1,1,2,2,2,2,2,3,2,3,2,4,2,3,2,2,3,2,2,2,2,2,6,4,4,2,2,4,3,2,3,3,3,3,2,186,94,Male,25-27,27.170771187420506,Overweight,0.42234847055497693,0.3144104531702118,1.9148226359361535,0.9131186162598485,-0.6107434270237564,0.017613195022862516,0.3644921175351474
4,2,1,1,23,0,1,4,5,5,5,2,1,3,1,2,2,2,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,4,1,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,2,1,2,2,3,2,2,2,1,1,1,2,3,2,NA,1,4,1,2,3,1,3,5,2,4,1,2,2,1,2,183,85,Male,22-24,25.381468541909282,Overweight,-0.9401289618942833,-0.3139019958149839,-0.34667389735066245,-0.015449993088095523,NA,NA,NA
5,2,1,1,23,0,2,5,4,5,5,3,2,2,1,2,2,2,1,1,1,1,1,2,1,2,2,1,2,3,1,1,1,1,3,3,2,2,3,1,1,2,2,0,0,0,0,0,0,-1,2,1,1,1,2,2,1,0,2,1,1,1,0,0,3,1,2,2,3,3,2,2,3,2,2,2,4,2,1,3,4,5,3,4,5,3,3,4,3,3,4,4,3,4,2,5,4,4,185,66,Male,22-24,19.284149013878743,Normal weight,0.29107808048849326,-0.16681347265606666,1.2149582590437227,1.3401998485833895,0.36635945864577363,0.5176065432131756,1.458281609640051
6,NA,2,1,24,0,1,4,3,3,3,2,NA,1,NA,2,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,1,3,1,0,0,0,0,0,0,-1,-1,0,0,0,0,-2,0,0,1,0,2,0,0,0,1,0,0,0,2,2,2,2,1,2,2,2,2,1,1,2,1,3,2,2,4,3,1,2,2,2,2,2,2,2,2,2,2,3,164,51,Female,NA,18.961927424152293,Normal weight,-0.5946462707723578,-0.3377927616407765,-0.11392751382122498,-0.6937284432098162,-1.1904712752131401,-1.2177793988791952,0.9315671914398609
7,2,2,1,24,0,1,3,2,1,3,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,1,2,2,2,1,1,3,1,0,0,0,0,0,0,-2,0,-1,NA,0,0,1,0,-1,2,0,1,1,0,0,1,1,2,1,3,3,2,2,1,2,3,1,3,3,3,3,5,2,4,2,1,2,4,6,2,4,6,5,5,6,3,6,4,4,165,50,Female,22-24,18.36547291092746,Underweight,1.4996521076944227,-0.13852435976448296,1.1630347988621799,-0.24221011871819823,1.470820415244597,0.936354165313557,-0.5279726368106235
8,1,2,1,24,0,1,4,4,4,4,1,2,2,1,2,3,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,4,1,0,0,0,1,1,0,2,-2,-1,0,0,0,2,1,0,1,0,4,0,0,0,0,0,0,1,2,1,1,2,2,2,2,2,1,1,1,2,3,1,2,1,1,1,4,1,1,4,6,4,4,6,5,5,4,5,158,64,Female,19-21,25.63691716071142,Overweight,-0.9444258956017039,-0.752217604786337,-0.3799006155665847,-0.5201523945451544,1.3520766575067462,-0.22082449311516078,-1.1718607370515615
9,2,2,1,24,0,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,0,NA,0,0,1,-1,0,0,0,1,2,2,2,1,2,1,0,0,0,2,0,0,0,2,1,2,2,1,1,2,2,1,1,1,2,2,1,2,1,1,2,3,2,1,4,4,2,3,3,2,3,3,3,163,57,Female,22-24,21.453573713726524,Normal weight,-1.0405514853501932,-0.3137797953220406,-0.29352640095843985,-1.5945399790901775,-0.3686286488550097,-0.8160381277457784,-0.76190319098406
10,3,2,1,24,0,1,3,3,5,3,3,1,3,1,3,2,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,3,3,1,3,1,1,4,1,0,0,0,0,0,0,-2,0,0,0,0,0,-1,0,0,4,0,1,4,0,0,2,1,1,1,3,3,3,2,4,3,3,2,3,2,1,3,1,4,1,2,4,2,2,2,2,2,2,1,1,1,2,1,1,1,163,56,Female,25-27,21.077195227520797,Normal weight,0.08571294609370253,0.5341115443416218,1.4674525732164712,2.345531636595905,-2.015326093023646,-1.2126714889878176,0.9884080269491368
11,2,1,1,24,0,1,4,3,3,4,2,2,3,2,1,1,2,2,1,2,2,1,3,1,2,1,1,1,3,1,1,1,2,2,2,3,2,2,1,1,2,1,0,0,0,0,0,0,0,-1,1,2,2,2,0,1,0,2,1,1,2,1,0,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,4,3,3,3,4,4,4,3,4,191,79,Male,22-24,21.655108138483047,Normal weight,0.327808808475183,-0.28999860275991945,-0.20513497068612987,-0.28587647710536335,0.20080028161365948,-1.601510058897644,-0.8047245636208776
12,2,1,1,26,0,1,4,4,4,4,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,4,1,0,0,0,0,0,0,1,1,1,1,2,1,2,0,0,0,2,2,1,0,0,0,0,1,NA,2,1,2,2,4,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,3,5,3,2,4,2,3,2,3,180,100,Male,22-24,30.864197530864196,Obese,-0.7066001035247657,-0.4298262574189829,-0.15760936304877643,0.7964810402165162,-0.40246174603400486,-1.3684292880571325,-1.109870926791839
13,2,2,1,26,0,1,3,4,5,4,2,2,3,1,3,2,1,1,1,1,1,1,2,1,2,2,2,3,4,1,1,1,1,2,1,2,1,2,1,1,4,1,0,0,0,0,0,0,1,0,1,0,0,2,-1,0,1,1,1,1,1,0,0,2,1,1,2,2,1,2,2,1,3,2,2,2,3,1,2,3,1,2,1,1,4,4,1,1,4,5,3,4,4,3,3,1,3,167,66,Female,22-24,23.66524436157625,Normal weight,0.27379751757633924,-0.171279615198369,-0.23804583154406916,-0.6938293979635252,0.05671501147367708,-0.3767576768595885,-0.5836353098068872
14,1,2,1,28,0,1,4,3,4,4,1,NA,1,1,1,NA,NA,NA,1,1,1,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,NA,3,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,2,2,2,3,2,2,2,1,1,1,2,3,1,1,2,2,4,3,1,1,4,2,3,4,3,3,4,4,3,160,49,Female,19-21,19.140624999999996,Normal weight,-0.9014527819699639,-0.31264733310235726,-0.36767476627932394,0.36021830994900694,0.06680449221816512,-0.9281357772237623,-0.053649280965910935
15,1,2,1,28,0,1,4,4,4,4,2,1,2,1,2,2,2,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,4,1,0,0,0,0,0,0,1,1,2,2,2,2,1,1,1,1,0,NA,0,0,0,2,1,1,1,2,3,2,2,3,2,2,2,2,2,2,2,4,1,1,1,1,1,2,2,1,3,6,4,4,5,5,5,4,NA,165,68,Female,19-21,24.977043158861342,Normal weight,0.34205910412347273,-0.3190035510691526,-0.24769674566686228,0.7117510880862175,NA,NA,NA
16,NA,2,1,28,0,1,4,4,4,4,1,2,2,1,2,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,1,1,1,1,NA,NA,3,1,1,0,0,0,0,0,1,NA,1,1,0,1,NA,1,NA,1,0,1,1,1,0,1,1,1,1,2,1,2,2,1,2,2,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,52,Female,NA,19.57168128269788,Normal weight,-0.629502920847243,-0.6759120659844031,-0.34551884697919977,-1.1249335787066959,NA,NA,NA
17,1,2,1,28,0,2,5,5,5,5,1,1,2,NA,1,1,1,2,1,2,2,NA,3,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,1,0,0,0,0,0,0,0,1,2,1,1,2,0,1,1,2,0,0,1,1,0,0,0,0,0,2,1,2,1,3,1,2,2,1,1,1,2,3,2,2,1,2,2,2,4,3,3,4,1,1,3,1,5,5,4,166,55,Female,19-21,19.959355494266223,Normal weight,-1.1103571147582842,-1.3817880517613428,-0.2565893174257157,-0.193024984206203,-0.4534294741083967,-0.32093669854276563,-0.45532764417379373
18,2,2,1,28,0,1,4,4,5,5,2,1,3,1,2,2,2,2,1,1,1,1,3,1,1,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,2,1,2,2,1,1,3,2,3,1,1,3,2,1,2,3,3,3,3,5,3,4,4,3,3,4,3,4,3,4,173,72,Female,22-24,24.0569347455645,Normal weight,-0.5913723968676394,-0.3498987348388213,1.5639112072030146,-1.0657052120443549,0.22009890573645868,0.004880326996251295,0.12453351826151722
19,5,1,1,28,0,1,4,4,4,3,1,1,2,1,1,3,4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,1,3,0,0,0,0,0,0,0,-1,1,0,2,2,-1,-1,1,0,0,1,2,0,0,0,1,0,1,1,2,1,3,2,1,2,2,2,2,1,1,2,1,4,1,1,6,4,3,1,1,1,1,1,1,1,1,1,1,1,179,70,Male,31-33,21.847008520333322,Normal weight,-0.6045996327132269,0.12952779563980985,-0.038139020624570245,-1.1866536069443383,-2.2564390294164007,-1.3315316326246696,1.7527514082637998
20,2,2,1,28,0,1,3,4,4,3,2,2,2,3,2,2,1,2,2,4,3,2,2,1,2,2,1,1,2,1,2,1,1,2,2,3,2,2,3,3,4,1,0,0,1,0,1,0,1,1,1,0,2,1,1,0,0,2,0,1,0,1,0,1,1,0,2,2,3,1,2,2,3,2,3,2,3,1,3,5,2,3,4,2,4,6,5,4,3,6,4,4,4,2,4,1,3,167,71,Female,22-24,25.458065904119906,Overweight,0.3284328659721565,-0.31207785340311084,0.8924641092198565,0.6457216921554462,0.16956700637470912,1.7207000942549862,-0.034609666026810704
21,2,1,1,28,0,1,5,4,4,4,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,3,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,4,0,0,2,1,0,0,1,0,0,3,1,2,2,4,1,3,2,3,2,1,2,2,3,3,1,1,1,1,1,1,2,4,2,2,2,2,2,2,3,190,86,Male,22-24,23.822714681440445,Normal weight,-0.3531620364104163,-0.07642966993247542,0.4784500485272853,1.2476474390997756,-1.0914166054944716,-1.1192916055259863,-0.42996175629635874
22,3,2,1,28,0,NA,3,1,2,2,3,2,4,2,4,2,1,1,1,2,2,2,2,2,3,2,2,2,3,1,3,1,3,4,4,4,4,4,2,2,3,2,0,0,1,0,1,0,-2,0,-1,-2,0,1,-2,-2,-2,3,2,3,1,0,0,3,3,4,2,4,4,4,2,2,4,2,2,4,4,4,3,3,3,3,4,4,4,3,5,4,2,4,5,3,3,1,3,2,2,165,61,Female,25-27,22.4058769513315,Normal weight,3.138710812918747,1.432346329996295,1.206685592387041,1.0879567101308703,-0.5004160620252623,0.5989092840121909,1.0449349530725136
23,2,1,1,28,0,2,3,4,4,4,2,2,4,3,4,2,2,2,1,3,1,1,2,1,2,1,1,1,4,2,3,1,1,1,3,2,1,1,1,1,2,1,0,0,0,0,0,0,-2,0,2,0,2,2,1,2,1,2,1,0,1,0,0,0,2,0,0,3,1,2,2,3,2,3,2,3,1,1,2,4,2,3,1,2,1,4,2,2,2,3,1,2,1,3,2,1,2,175,60,Male,22-24,19.591836734693878,Normal weight,-0.5583846982589417,-0.03945843116196788,0.5575320214729882,0.940661695343289,-1.519264776280652,-0.13505782498659005,-0.2610258503389932
24,2,2,1,28,0,1,2,3,3,3,3,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,2,3,2,2,2,2,5,0,0,0,1,0,0,1,-1,0,2,0,2,2,2,1,1,2,1,2,1,1,0,2,2,2,3,2,2,2,2,3,2,3,2,3,2,2,2,6,4,4,4,2,2,3,4,4,2,4,1,1,3,2,2,2,2,160,101,Female,22-24,39.45312499999999,Obese,0.4603560493800677,-0.2893751284704987,0.4238482842146199,0.881484252211712,-1.279426660858168,1.0742318996957367,0.11894948926038164
25,3,2,1,28,0,1,3,4,3,3,2,2,3,1,3,1,2,2,1,2,3,NA,3,2,3,2,2,1,3,2,2,1,1,1,2,1,1,1,1,1,5,0,0,0,1,0,0,0,0,1,0,0,2,2,-2,-1,-1,2,1,1,0,0,0,0,1,2,0,3,3,3,3,2,1,3,3,2,1,1,2,2,2,2,3,1,4,5,6,4,2,5,1,1,2,1,2,2,2,165,70,Female,25-27,25.71166207529844,Overweight,-0.8179783397977415,1.831507030336303,0.5638123643196233,0.3255793076070964,-1.4434946066927634,0.8291268356706412,-0.2939813476185764
26,2,2,1,28,0,1,4,3,4,4,1,1,2,1,2,1,1,2,1,3,2,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,2,3,2,3,1,0,0,0,0,0,0,-1,1,1,2,1,1,-1,-1,-1,2,3,1,2,2,0,2,2,3,1,3,3,1,3,2,3,2,1,3,3,3,2,3,2,4,2,2,1,3,4,2,2,5,2,2,2,4,3,3,3,157,51,Female,22-24,20.690494543389182,Normal weight,1.6834619551074845,0.2953165035193052,-0.43958503883637173,0.5256897705062512,-0.6511756634445456,0.12391851970983214,-0.2471932458521656
27,2,2,1,28,0,1,5,4,4,5,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,NA,1,1,1,1,1,2,1,1,1,1,1,1,3,1,0,0,0,0,1,0,1,0,2,2,2,2,2,2,2,2,0,1,3,0,0,1,0,1,3,NA,1,2,2,1,2,2,2,1,1,1,2,3,2,3,3,4,1,1,5,1,2,5,1,1,3,2,2,1,3,164,67,Female,22-24,24.910767400356935,Normal weight,NA,NA,NA,NA,-1.1990703345134794,-0.3625889286800097,0.19605810548115551
28,3,2,1,28,0,1,4,5,5,5,1,2,2,1,1,1,2,1,1,1,1,1,3,1,3,1,3,1,1,1,1,1,1,2,2,1,1,1,1,2,4,2,0,0,1,0,0,1,0,1,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,0,0,2,1,2,1,2,1,2,2,1,1,1,2,4,1,2,1,1,1,6,5,5,5,5,3,4,4,1,5,4,4,164,61,Female,25-27,22.679952409280194,Normal weight,-1.0859312304822546,-1.3515284407394828,-0.23502841137364477,-0.8149842463606812,0.5455850053149893,0.9723149999342624,-0.994337174476404
29,4,1,1,28,0,2,4,4,4,4,2,2,2,2,1,2,1,2,1,1,1,1,2,1,2,2,2,2,3,1,3,1,1,3,2,1,2,1,1,1,3,1,0,0,0,0,0,0,2,2,2,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,2,2,2,2,3,1,2,2,2,1,2,2,3,2,2,2,3,2,2,2,3,2,3,4,3,3,2,3,2,3,172,67,Male,28-30,22.647376960519203,Normal weight,-0.22481420594133908,-0.43434062913468463,-0.1491234412684077,-0.01928661993914464,-0.5185973425273052,-0.4665782053145985,0.14579781059217053
30,1,2,1,28,0,2,4,4,5,5,2,1,2,1,3,2,2,1,3,3,3,1,4,2,3,2,1,1,4,1,3,1,1,1,4,1,1,1,2,1,3,1,0,0,0,0,0,0,-2,1,0,0,1,-1,-1,-1,-1,1,0,1,1,0,0,1,0,1,1,3,1,2,2,1,1,2,2,2,2,1,2,3,1,3,1,1,1,2,4,1,4,5,3,5,5,2,6,5,2,166,54,Female,19-21,19.5964581216432,Normal weight,-0.4368575087632419,-0.016533922178176445,-0.10741139426932257,-1.1636318145262563,0.8321286284538137,-0.5021997183292571,-0.9147959750466171
31,2,2,1,28,0,1,5,4,3,4,1,2,2,1,2,2,1,1,2,2,1,1,1,1,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,0,0,0,0,1,0,-1,-1,-2,-1,1,1,1,-1,-1,0,0,1,1,1,0,1,1,1,3,3,2,2,2,2,3,2,2,2,2,2,1,5,1,1,1,1,1,1,1,3,3,6,3,2,4,1,4,2,3,160,63,Female,22-24,24.609374999999996,Normal weight,0.40964827563593986,0.0809609229606538,-1.1683923443120143,0.4765719059733241,-0.2901919069813036,-0.474203859236051,-1.3900977204855651
32,1,2,1,28,0,1,2,4,3,4,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,2,1,1,1,4,1,1,1,1,1,1,1,3,1,0,0,0,0,0,0,1,-1,1,2,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,2,1,1,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,3,6,4,3,4,3,6,3,1,172,57,Female,19-21,19.2671714440238,Normal weight,-1.0937001876096728,-0.8126146263371136,-0.3698749312785041,-0.85532385623828,0.2601207748349783,-1.1449283333384543,-1.161902152135805
33,2,2,1,29,0,1,4,2,3,3,2,NA,1,3,3,NA,2,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,NA,2,1,2,NA,NA,4,1,1,0,0,0,1,0,2,0,-1,0,0,0,-2,-1,-1,3,0,0,2,2,0,1,2,1,2,2,2,2,2,3,2,3,2,3,2,3,2,1,1,4,2,1,4,1,4,4,5,6,6,6,6,6,6,5,5,154,68,Female,22-24,28.67262607522348,Overweight,1.028314174771114,-0.26500675236991056,0.4217484845834985,0.6471790128665525,2.3213304456183432,-0.1739779717251873,-0.1541184396397712
34,1,2,1,29,0,1,5,5,5,5,2,1,3,1,4,4,3,2,1,3,1,2,1,1,1,2,2,1,4,1,1,1,1,2,1,2,1,1,1,1,3,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,2,1,2,2,2,1,2,2,1,1,1,2,3,1,1,3,1,1,3,1,1,4,6,2,5,5,2,3,5,2,164,53,Female,19-21,19.705532421177875,Normal weight,-1.0649773696262228,-0.3440394063439005,-0.3150873070105108,-0.9725807169356994,0.4426969323529022,-0.5529370854281048,-1.1936842744105352
35,4,1,2,2,1,1,4,4,3,4,3,2,4,4,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,3,3,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,0,1,2,2,0,1,0,4,1,0,0,3,0,0,2,4,3,2,2,3,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,2,5,6,6,6,6,5,6,6,6,NA,NA,Male,28-30,NA,NA,-0.28675645505535147,0.20670166767161313,-1.0803196820180003,1.004397054602174,2.391100885046623,-1.2660604683818968,-0.7694698305145208
36,3,2,2,4,1,NA,3,3,3,3,2,2,4,2,3,2,4,2,1,2,1,2,2,1,2,1,2,3,1,1,1,1,1,3,2,1,4,3,1,1,NA,1,0,0,0,0,0,0,-1,1,1,1,1,1,-1,-1,-1,4,2,1,2,0,NA,3,3,2,1,3,NA,3,2,2,3,3,2,3,2,3,2,1,4,4,2,5,5,2,3,1,2,3,3,3,2,4,2,3,1,161,53,Female,25-27,20.446742023841672,Normal weight,NA,NA,NA,NA,-0.7883224454757773,-0.7923418969063724,1.939138909422348
37,2,1,2,4,1,1,5,4,5,2,2,1,1,1,NA,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,1,2,NA,2,2,2,2,1,1,1,2,3,NA,3,3,3,3,3,4,3,NA,3,3,3,3,3,3,3,NA,180,76,Male,22-24,23.456790123456788,Normal weight,NA,NA,NA,NA,NA,NA,NA
38,3,1,2,4,1,1,4,4,5,3,2,1,2,2,2,1,1,1,1,2,1,1,2,NA,NA,1,1,2,2,2,2,2,NA,1,2,2,2,1,1,1,2,1,0,0,0,0,0,0,1,0,-1,-1,2,2,1,2,1,1,2,0,0,0,0,1,0,1,1,2,3,2,2,1,1,2,2,2,1,1,2,4,1,1,1,1,1,2,1,2,4,6,6,4,5,4,4,3,5,176,68,Male,25-27,21.952479338842977,Normal weight,-0.7052443828560072,-0.39693512047892626,-0.12490269846180581,-0.6532316018658392,1.1166836970975602,-0.6197175043629765,-1.0628932339197519
39,2,2,2,4,1,1,4,3,3,4,1,NA,1,NA,1,NA,NA,1,NA,1,1,1,2,NA,1,NA,NA,NA,3,NA,1,NA,NA,NA,2,2,2,2,NA,NA,4,1,0,0,0,0,0,0,1,1,2,1,2,1,1,1,-1,2,0,0,1,1,0,2,0,0,1,2,2,2,2,2,2,2,2,1,1,1,2,3,2,2,1,2,2,2,4,1,4,5,4,4,4,5,4,3,3,172,68,Female,22-24,22.985397512168742,Normal weight,-0.8770268976939345,-0.28238772208049734,-0.34611386022725293,-0.2617409522054712,0.5970879558711609,-0.7207907275166155,-0.02858747951022137
40,2,1,2,4,1,1,4,4,3,4,1,NA,1,NA,NA,1,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,3,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,4,3,3,2,2,2,4,3,2,3,5,3,4,3,2,4,4,3,188,81,Male,22-24,22.917609778180175,Normal weight,0.17853451646721413,-0.3503956243106959,-0.19510928639804925,-0.6210479387984889,0.07203160509535486,0.23159259601351626,-0.04654286705835115
41,5,2,2,4,1,1,4,3,4,3,1,NA,3,NA,2,1,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA,2,1,2,2,NA,NA,3,1,0,0,0,0,0,0,-2,1,1,1,1,-1,1,NA,NA,3,0,1,1,0,0,0,0,3,2,3,2,1,2,3,2,2,2,2,1,2,2,4,3,2,3,2,1,5,6,5,3,5,4,5,3,4,4,1,1,164,53,Female,31-33,19.705532421177875,Normal weight,-0.13744633610794008,-0.5132936976532467,-0.17090043230760882,0.6538801525700543,0.04432201427927779,1.02760545075207,0.18105761057900946
42,2,1,2,4,1,1,4,5,4,4,3,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,0,0,0,0,0,0,1,NA,-1,-1,0,1,1,0,2,0,1,1,0,0,0,1,0,0,0,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,4,3,3,3,3,2,2,2,178,65,Male,22-24,20.515086478979924,Normal weight,-1.001875305425874,-0.31252513260941395,-0.31452726988710134,-1.218871676053075,-0.6063366344803595,-1.6032714386814046,-0.8153147783017123
43,3,1,2,4,1,1,3,3,3,3,2,2,3,2,4,3,2,3,3,4,3,2,4,2,2,2,1,2,4,1,2,3,2,3,3,3,2,2,1,1,3,1,1,0,0,0,0,1,-1,1,1,1,2,1,-2,0,0,3,2,1,1,1,0,2,1,1,2,2,3,2,2,2,2,3,2,3,3,3,2,4,4,5,4,3,2,4,4,3,3,4,3,3,3,2,3,2,2,172,68,Male,25-27,22.985397512168742,Normal weight,1.4703390771039866,-0.1798070848332951,0.35476177052519553,0.4210859970443107,-0.5270375520319593,0.9444285702736884,0.6779371750194088
44,2,2,2,4,1,2,3,3,4,4,2,2,2,2,2,2,1,4,2,4,4,1,2,1,2,1,3,1,1,1,1,1,1,1,2,4,2,3,1,1,3,1,0,0,1,0,1,0,2,-2,2,2,2,2,-1,-1,1,3,0,1,1,0,0,0,2,0,1,2,1,2,2,2,2,2,2,2,3,2,2,6,2,6,1,1,1,6,2,3,3,5,3,3,5,4,5,4,4,165,60,Female,22-24,22.03856749311295,Normal weight,0.6680554666833873,-0.23756787167041726,-0.25168085293918097,-0.6413468368473318,0.5750531070310089,1.5215114758179151,-0.9145064537029488
45,3,2,2,4,1,1,2,4,3,3,2,2,2,2,2,2,4,4,2,4,3,1,3,1,2,1,1,2,2,2,3,1,1,2,1,2,1,1,1,1,3,1,0,0,0,0,0,0,0,2,0,0,0,1,-1,-1,0,1,1,2,1,1,0,1,1,0,0,2,2,3,2,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,5,6,5,5,6,6,6,6,5,169,77,Female,25-27,26.959840341724732,Overweight,0.3076798579065741,0.11805739518957384,-0.19346915852227853,0.840785186506174,2.101835159668176,-1.408967262599406,-0.9495629383579579
46,5,2,2,4,1,1,4,3,3,4,3,1,3,2,3,1,1,2,1,3,3,1,1,1,1,1,1,1,3,3,1,1,1,1,2,2,2,2,1,1,3,2,0,0,0,0,0,0,1,1,2,0,1,1,2,2,2,3,1,3,4,1,2,1,3,3,3,2,2,2,3,3,3,2,3,2,2,2,3,2,1,4,1,1,3,5,5,4,3,3,2,2,3,2,3,3,2,170,60,Female,31-33,20.761245674740486,Normal weight,0.5040427678698126,1.1031551095496575,0.9320797522781653,0.36265613736009117,-0.8079159429480549,0.6061922346917586,-0.4423015168994872
