fsd_id,k1,k2,bv1,bv3,bv6,k7,k8_1,k8_2,k8_3,k8_4,k9_1,k9_2,k9_3,k9_4,k9_5,k9_6,k9_7,k9_8,k9_9,k9_10,k9_11,k9_12,k9_13,k9_14,k9_15,k9_16,k9_17,k9_18,k9_19,k9_20,k9_21,k9_22,k9_23,k9_24,k9_25,k9_26,k9_27,k9_28,k9_29,k9_30,k13,k14,k15,k16,k17,k18,k19,k20,k21_1,k21_2,k21_3,k21_4,k21_5,k21_6,k21_7,k21_8,k21_9,k22_1,k22_2,k22_3,k22_4,k22_5,k22_6,k22_7,k22_8,k22_9,k22_10,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34,k95_1,k95_2,k95_3,k95_4,k95_5,k95_6,k95_7,k95_8,k95_9,k95_10,k95_11,k95_12,k95_13,k95_14,k95_15,k95_16,k95_17,k95_18,height,weight,gender,age,BMI,BMI.factor,Social_wellbeing,Social_engagement,Mental_wellbeing,Emotional_wellbeing,Accomplishment,Pressure,EXhaustion
907,1,2,9,5,1,1,5,4,4,4,2,2,2,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,3,2,0,0,1,0,0,0,2,2,2,2,2,1,1,-1,1,2,0,0,0,0,0,1,0,1,0,2,1,2,2,3,1,2,3,2,1,1,2,4,1,6,1,2,1,6,1,4,4,6,5,5,4,3,3,5,4,169,67,Female,19-21,23.458562375266975,Normal weight,-0.835268041106139,-0.12309902631689944,0.12656942937801147,-0.10511285117131092,0.8755124853250601,1.1183646393897573,-0.6367302637634817
908,2,2,9,5,1,1,4,4,4,4,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,3,1,0,0,0,0,0,0,-1,-1,1,1,2,2,2,1,1,2,0,1,0,0,0,1,0,1,0,2,3,2,2,2,2,2,2,3,2,1,2,2,5,5,2,4,5,4,4,2,3,5,4,3,3,3,3,4,3,162,63,Female,22-24,24.005486968449926,Normal weight,0.056481605654003,-0.39877696673001994,-0.013410599629713,0.5140688364270318,0.03168810862480302,0.3604340269137973,1.6327404800854248
909,3,2,9,5,1,1,4,4,4,4,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,2,1,3,1,0,0,1,0,0,0,1,0,2,2,0,1,1,1,NA,2,1,2,0,0,0,0,0,0,0,2,1,2,2,3,1,2,2,2,1,1,1,4,2,3,4,3,2,5,4,4,3,4,3,2,3,3,3,3,3,170,60,Female,25-27,20.761245674740486,Normal weight,-0.8656997319127971,-0.47862629370197723,-1.1222907795633015,0.0458887876358203,-0.43204456982863765,1.048797214186103,0.10076713590038047
910,3,1,9,5,1,1,4,4,4,5,3,1,2,1,NA,2,2,1,1,3,1,2,2,1,1,1,1,1,4,1,2,1,4,2,1,1,1,1,1,1,3,1,0,0,0,0,0,0,2,1,1,0,-1,2,2,2,2,3,0,0,1,0,0,0,0,1,0,2,1,2,2,3,1,2,2,2,1,1,2,6,1,1,1,1,2,2,1,4,6,6,6,6,6,6,6,5,6,185,83,Male,25-27,24.251278305332356,Normal weight,-0.8314485112567048,-0.4599636679478995,-0.12602277270862483,-0.16064968363108767,2.5025194241423363,-0.19259291937725465,-0.8583384622644742
911,3,2,9,5,1,1,5,4,5,4,3,2,3,3,4,1,1,3,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,3,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,2,1,2,2,2,2,2,2,1,2,1,2,4,3,2,2,2,3,3,4,2,5,5,4,4,5,3,5,5,5,158,58,Female,25-27,23.233456176894723,Normal weight,-0.5367802394857301,-0.22995699099099517,-0.39265974248030394,-0.6172113119474397,1.194783892572934,-0.03501577699917416,0.09001355482802363
912,3,2,9,5,1,1,3,3,4,3,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1,1,3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,-1,1,0,2,0,0,0,2,2,2,0,3,3,3,2,3,2,3,2,2,1,1,3,6,2,4,4,2,1,4,1,1,4,6,3,3,3,3,3,4,3,160,51,Female,25-27,19.921874999999996,Normal weight,-0.6760130424163078,0.5359533905927154,1.3559604743843783,1.1782311983030334,0.04518545396054323,0.6040351812106549,-0.5808787348647181
913,2,2,9,5,1,1,4,4,4,4,2,2,2,1,3,2,2,1,1,2,2,1,2,1,2,1,2,1,2,2,2,2,1,2,2,2,1,1,1,1,3,1,0,0,0,0,0,0,2,-1,2,2,2,1,1,1,1,0,0,0,0,0,0,2,0,0,0,2,1,2,2,3,1,1,1,1,1,1,2,3,1,2,NA,2,2,3,3,2,2,3,2,3,3,2,3,3,3,164,62,Female,22-24,23.051754907792983,Normal weight,-0.984602106588185,-0.82771139489018,-1.029159135748082,-0.7615879832534617,NA,NA,NA
914,1,2,9,5,1,1,4,3,5,4,4,3,3,1,4,2,4,3,1,3,2,1,2,1,2,1,2,4,2,1,1,1,1,3,1,2,2,3,1,1,3,1,0,0,0,0,0,0,1,2,2,2,2,-1,NA,2,2,1,0,0,0,1,0,1,0,1,1,2,2,2,2,3,3,2,2,3,1,1,2,5,1,3,4,1,1,6,5,2,3,6,4,4,4,4,4,2,3,160,52,Female,19-21,20.312499999999996,Normal weight,-0.23626900467090056,-0.4235796127158588,0.04355043014050934,1.075333313942399,0.3665021179220832,1.3577073854234771,-0.8709986833893697
915,3,1,9,5,1,1,4,NA,4,4,2,1,2,1,2,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,NA,1,NA,2,1,1,1,1,3,1,0,0,0,0,0,0,-2,0,1,2,2,1,1,1,0,1,1,1,1,0,0,0,2,1,0,2,1,2,2,2,1,3,2,1,1,2,2,2,NA,1,1,4,1,2,1,1,2,4,2,2,2,4,3,3,3,178,76,Male,25-27,23.98687034465345,Normal weight,-0.5980008616998091,-0.20312329434989262,0.12273161395723166,-0.8514562602683949,NA,NA,NA
916,3,2,9,9,1,1,4,4,4,4,1,2,1,1,1,NA,NA,1,NA,2,3,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,3,NA,1,NA,1,3,1,0,0,0,0,0,0,2,0,1,1,2,1,1,1,1,2,0,1,1,0,0,0,2,2,1,2,1,2,2,1,1,2,2,3,1,1,2,3,1,4,1,1,1,4,4,2,4,6,4,4,4,3,5,4,4,162,54,Female,25-27,20.576131687242793,Normal weight,-0.5246420000590987,-0.48510909648631867,0.1277244797494741,-1.214596436789911,0.779471506672943,0.30694092193058276,-0.8836563497375434
917,2,2,9,9,1,1,5,5,5,5,2,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,NA,2,1,2,2,1,1,1,1,2,3,1,0,0,0,0,1,0,2,1,2,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,2,1,1,1,3,1,2,2,1,1,1,2,1,1,2,2,1,1,1,1,1,5,6,4,4,6,NA,5,5,5,172,76,Female,22-24,25.689561925365066,Overweight,-1.1390799327417342,-1.850363271754556,-0.311376941693709,-0.07576812350878362,NA,NA,NA
918,2,1,9,9,1,1,4,3,4,NA,2,1,2,2,2,2,2,2,1,2,1,1,1,1,2,2,1,1,3,2,2,3,1,2,1,1,2,2,1,1,3,2,0,0,1,0,0,0,1,-1,1,1,1,2,1,1,0,2,1,1,1,0,0,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,4,1,4,1,1,1,2,1,1,2,3,3,3,4,1,4,1,4,183,80,Male,22-24,23.888440980620498,Normal weight,0.1398583365428948,-0.3516502870233226,-0.17410841746938777,-0.9967162418355914,-0.4427570204038797,-0.37459252650589975,-1.0041105095047465
919,3,1,9,9,1,1,5,5,5,5,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,0,0,0,0,1,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,NA,1,1,2,2,2,1,1,NA,2,2,1,1,2,4,1,1,1,1,1,1,1,1,3,3,2,2,3,4,2,2,2,178,69,Male,25-27,21.777553339224845,Normal weight,NA,NA,NA,NA,-0.8549160378770772,-1.2800634518352094,-0.8783127633534046
920,3,1,9,9,1,1,5,5,5,5,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,3,1,0,0,0,1,0,0,-1,0,1,1,2,1,2,1,2,0,1,1,0,0,0,0,0,0,0,2,1,2,2,2,2,2,2,1,1,1,1,3,3,2,1,1,1,2,1,1,5,6,6,6,6,6,6,6,6,173,70,Male,25-27,23.38868655818771,Normal weight,-0.9499542982743462,-0.3023050105472017,-1.3213809981532683,-0.4308707839756658,2.4685525550773955,-0.8196651024263942,-0.44723856997813277
921,2,1,9,9,1,1,5,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,0,NA,0,0,0,0,1,1,-1,-1,2,2,0,2,0,1,1,1,2,0,0,1,0,0,0,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,2,1,1,3,4,1,2,3,1,2,1,2,189,86,Male,22-24,24.075473810923548,Normal weight,-0.6577483349727066,-0.36930703537526305,-0.11448755094463449,-0.44743748409244044,-1.2157619536412956,-1.176731616482698,-1.0885087990351658
922,3,2,9,9,1,1,3,3,4,3,3,2,4,2,4,1,3,3,2,2,1,1,4,2,3,3,1,1,3,3,2,3,1,2,2,3,2,2,1,2,3,1,0,0,0,0,0,0,-1,1,1,2,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,3,2,2,2,2,3,2,2,1,1,1,2,6,5,6,4,5,4,5,6,4,2,3,2,1,2,2,2,1,1,174,68,Female,25-27,22.460034350640772,Normal weight,-0.7609362098770852,0.1072344293941536,-0.3131032269984607,0.2941689596063083,-1.548081328528649,1.8153570624460897,1.8258233568040614
923,3,1,9,9,1,1,4,2,3,3,2,1,3,3,1,2,2,2,1,2,4,1,1,1,1,1,1,1,2,2,1,2,1,2,3,4,3,3,1,1,3,1,0,0,0,0,0,0,1,-1,1,1,1,1,-1,1,0,1,0,0,0,0,0,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,2,2,5,2,3,1,3,5,2,2,4,3,3,5,2,2,2,2,170,62,Male,25-27,21.453287197231838,Normal weight,-0.9424539032438682,-1.8036861555512755,-0.9485402029878064,-0.8502824717958194,-0.4996381258298044,0.2347744082359548,0.07500439791862888
924,3,2,9,9,1,1,4,4,4,4,2,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,0,0,1,0,1,-1,1,-1,2,2,0,-1,-2,1,1,1,0,0,1,0,0,1,0,2,1,2,2,2,2,2,2,3,2,2,3,1,1,2,1,1,1,2,2,2,5,5,5,3,4,4,4,2,2,170,62,Female,25-27,21.453287197231838,Normal weight,0.5813385918525033,-0.3582552903006074,1.0227593454511652,-0.6781114802592406,0.36318367100483673,-0.926306504016374,-0.779399563908808
925,3,1,9,9,1,1,5,5,5,5,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,3,1,1,3,5,5,4,5,3,3,5,4,170,64,Male,25-27,22.145328719723185,Normal weight,-0.6577483349727066,-0.36930703537526305,-0.11448755094463449,-0.44743748409244044,0.6788006950173769,-0.9962426134652647,-1.0161221443036879
926,2,2,9,9,1,1,4,5,5,4,2,2,2,1,2,2,4,2,1,3,1,1,3,3,3,1,3,1,2,1,1,1,1,3,2,1,1,1,1,1,3,2,0,0,1,0,1,1,-1,-1,-1,2,2,2,2,1,1,1,0,0,1,0,0,3,0,0,1,2,2,2,2,3,1,1,1,1,2,1,1,5,1,4,4,1,1,4,4,NA,4,6,6,6,5,6,6,4,6,167,60,Female,22-24,21.513858510523864,Normal weight,-0.6012543091874344,-0.7914339641295022,-2.1139747627131324,-0.15918326565431704,NA,NA,NA
927,3,2,9,9,1,1,4,4,4,4,3,1,3,2,3,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,1,1,2,3,1,0,0,0,0,0,0,-2,1,0,1,1,0,-1,-2,0,3,1,2,1,2,0,4,2,2,2,3,2,3,3,4,3,3,3,3,4,3,3,4,1,4,2,1,1,4,1,4,4,5,4,4,5,2,5,5,5,162,52,Female,25-27,19.81405273586343,Normal weight,1.9579330242231212,2.0333180974610108,1.521693646969235,1.4395891033435102,0.965639890365177,0.6490120066714717,-1.1425778079533049
928,2,2,9,9,1,1,4,4,4,4,3,2,2,2,4,2,3,3,1,4,2,1,1,1,2,2,1,2,2,2,3,4,2,1,1,2,2,2,1,1,3,1,0,0,0,0,0,0,NA,-1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,1,0,3,1,2,2,2,2,2,2,2,1,1,2,4,1,3,1,1,1,3,1,1,3,4,4,4,NA,3,4,4,3,160,54,Female,22-24,21.093749999999996,Normal weight,-0.6909319391638262,-0.04008190545138865,-0.07145123342776166,-0.22669903397378643,NA,NA,NA
929,3,1,9,9,1,1,5,4,4,4,2,2,2,1,2,2,2,3,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,3,1,0,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,0,1,1,0,0,2,0,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,3,1,2,3,3,2,4,6,4,3,5,3,5,4,3,172,64,Male,25-27,21.63331530557058,Normal weight,-0.38942360892383243,-0.374764000411284,-0.19300948676692783,-0.3867426994533294,0.690338058741397,-0.027495747701082738,-0.9397491848311459
930,2,2,9,9,1,1,5,5,4,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,3,1,0,0,0,0,0,0,1,-1,2,2,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,2,1,1,2,1,1,2,2,1,1,1,1,3,1,2,2,1,1,2,2,3,4,5,3,5,5,3,6,3,4,179,70,Female,22-24,21.847008520333322,Normal weight,-1.1035255239897355,-0.8010176410693314,-1.3445820320811097,-1.2707446471258501,0.9791050384993407,-0.30049286816664217,-0.9956831390301646
931,5,2,9,9,1,1,4,4,4,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,2,2,2,1,2,2,1,1,1,2,4,1,1,1,1,1,2,1,1,4,4,4,4,4,4,4,4,4,156,49,Female,31-33,20.134779750164363,Normal weight,-1.0649773696262228,-0.3440394063439005,-0.3150873070105108,-0.9725807169356994,0.6022563741129203,-1.0016727951849804,-0.9106143968098728
932,5,2,9,9,1,1,5,5,5,5,2,2,2,3,3,2,2,3,2,3,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,3,1,1,0,0,0,0,0,-2,1,2,1,1,1,-1,-2,-2,4,1,2,1,2,0,3,3,4,1,4,4,4,3,4,3,3,3,3,4,3,3,1,1,1,1,1,1,1,1,1,4,5,4,4,4,3,4,2,4,162,54,Female,31-33,20.576131687242793,Normal weight,2.0308245978640906,2.8336277728033514,1.5775158508967781,2.29440729883895,0.4385729005445234,-1.472648190863849,-0.9011268122134646
933,2,2,9,9,1,1,4,3,3,4,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,4,1,1,1,1,3,2,1,1,2,1,1,2,2,0,0,0,0,0,0,2,1,1,0,0,1,1,1,NA,1,1,1,1,0,0,1,0,0,0,3,1,2,2,2,1,2,2,1,2,1,2,1,1,2,1,1,1,1,1,1,4,5,4,4,5,4,4,4,4,166,53,Female,22-24,19.233560749020178,Normal weight,-0.7192381356848186,0.038871117382102735,-0.3395977406753505,-0.7316443235219111,0.8305630426685218,-1.3193905405364295,-0.9110126082708527
934,2,2,9,9,1,1,5,5,5,5,2,1,1,2,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,NA,2,NA,1,1,4,3,0,0,0,0,0,0,0,2,2,2,2,1,1,2,2,1,1,1,4,2,2,3,2,2,2,3,3,1,3,4,2,4,5,4,4,4,4,NA,NA,Female,22-24,NA,NA,-0.9333728641136894,-0.2751998811012585,1.6780087438222522,-1.6319486185868908,0.4680315032470646,-0.3577833122879796,-0.19178141467683638
935,3,1,9,9,1,1,4,4,4,4,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,2,1,1,1,2,1,1,2,2,2,1,2,1,1,4,5,3,4,5,2,5,5,4,186,101,Male,25-27,29.194126488611396,Overweight,-1.001875305425874,-0.31252513260941395,-0.31452726988710134,-1.218871676053075,0.7732504075939991,-0.9424749354215438,-0.8086814136025101
936,3,2,9,9,1,1,5,5,4,5,1,1,2,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,NA,1,1,2,1,2,1,1,1,1,3,1,0,0,0,0,0,0,1,0,1,1,1,2,0,1,2,1,0,0,0,0,0,1,0,0,0,NA,2,2,2,1,1,NA,2,1,1,1,1,4,2,4,3,2,1,4,2,4,3,6,3,4,5,4,4,4,5,175,72,Female,25-27,23.510204081632654,Normal weight,NA,NA,NA,NA,0.8109058694235651,0.9044851861642199,-0.5580584846777576
937,1,1,9,9,1,2,3,2,3,NA,2,2,3,1,2,1,1,2,3,2,1,3,1,1,1,1,1,1,3,2,2,1,1,1,2,3,3,3,1,1,2,0,1,1,1,0,0,1,-1,-1,-1,-1,0,2,1,-1,-1,NA,1,2,0,2,0,0,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,4,5,2,2,2,2,4,2,4,5,4,5,5,4,4,5,4,187,61,Male,19-21,17.444021847922443,Underweight,0.2891326285508637,-0.2912532654725461,-0.18413410175746842,-0.6615447801424659,NA,NA,NA
938,1,2,9,9,1,1,4,4,5,4,2,1,2,1,2,2,2,1,1,3,3,1,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,3,1,0,0,0,0,0,0,0,1,2,2,2,2,2,-1,-1,3,1,3,2,2,0,1,3,2,1,3,3,3,3,4,4,3,4,3,4,3,3,4,1,4,3,1,1,2,1,1,4,6,5,4,6,5,6,5,6,162,56,Female,19-21,21.338210638622158,Normal weight,2.1420639663059755,2.431834423355414,1.743259295839129,2.205965700533515,1.7711457183883121,0.041598559680576595,-1.0878672201400836
939,2,2,9,8,1,1,4,3,3,4,2,1,2,1,1,2,2,3,1,4,3,3,3,NA,2,1,2,1,3,2,2,2,1,2,2,2,1,1,1,1,4,2,1,0,1,0,0,1,1,-1,-1,-2,-2,2,-1,-1,2,1,1,2,1,2,0,2,1,1,0,3,2,2,2,2,2,2,2,2,2,1,2,4,4,2,2,5,4,5,5,5,2,3,3,2,2,2,3,4,2,165,70,Female,22-24,25.71166207529844,Overweight,-0.27333292110698326,0.014858151063366888,-0.15999885353813564,0.16916721235845017,-0.8318386162847425,0.7468351931207136,1.48743239224414
940,1,1,9,8,1,1,5,5,5,5,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,0,0,0,0,1,0,1,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,4,4,3,3,3,3,3,3,3,184,79,Male,19-21,23.334120982986768,Normal weight,-1.001875305425874,-0.31252513260941395,-0.31452726988710134,-1.218871676053075,-0.19102672576488153,-1.400389236687845,-0.8525728511519628
941,2,2,9,8,1,2,5,4,4,4,NA,NA,1,1,1,NA,1,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,3,0,3,1,1,0,0,1,-1,2,2,2,2,2,-1,2,1,2,0,0,0,1,0,1,1,1,0,2,2,2,2,2,1,2,2,2,2,1,2,4,3,3,4,4,2,2,4,3,4,4,3,5,4,4,4,5,3,169,60,Female,22-24,21.007667798746546,Normal weight,-0.38942360892383243,-0.374764000411284,-0.19300948676692783,-0.3867426994533294,0.6934228974588093,0.040368985255877066,0.8406110289540171
942,3,2,9,8,1,1,4,4,4,4,1,1,2,NA,1,2,2,1,NA,1,1,2,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,2,1,2,1,1,NA,1,3,1,0,0,0,0,0,0,-1,-1,1,1,1,0,NA,1,1,0,1,1,0,0,0,2,1,1,0,2,1,3,2,2,1,2,2,1,1,1,2,3,2,4,4,4,4,4,3,3,3,4,2,2,3,3,4,3,4,171,64,Female,25-27,21.887076365377382,Normal weight,-1.0362545516427726,0.12453581364931247,-0.2602996827425175,-1.0898375776331186,-0.2660187922160251,0.7017667028774262,0.6243030524512695
943,2,1,9,8,1,1,4,4,4,4,2,1,3,1,3,1,2,2,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,3,1,0,0,0,0,0,0,1,-1,1,0,1,2,2,0,0,3,0,2,1,0,0,4,2,0,2,3,3,2,3,3,2,2,3,2,3,2,2,2,4,NA,1,4,4,2,3,2,3,3,2,2,2,2,2,3,3,180,70,Male,22-24,21.604938271604937,Normal weight,0.7049326690714747,1.4082606486834328,-0.09967387288193182,0.8506278433847644,NA,NA,NA
944,5,2,9,4,1,1,3,3,2,3,2,2,3,1,4,2,1,2,NA,2,NA,1,2,2,2,2,2,NA,1,1,1,1,1,3,2,2,2,NA,1,1,5,2,0,0,1,0,0,1,-1,-2,-1,2,2,1,-2,-1,-1,3,2,3,2,2,0,3,2,2,2,3,3,2,NA,4,3,3,3,2,3,3,2,5,4,4,3,6,6,6,6,6,3,5,3,5,5,4,6,1,4,169,86,Female,31-33,30.110990511536716,Obese,NA,NA,NA,NA,0.8904491281153064,2.045134110264065,2.0197997316506497
945,2,2,9,4,1,1,4,4,4,4,2,1,2,1,2,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,3,1,2,1,2,1,1,3,1,0,0,0,0,0,0,1,1,2,2,2,2,2,1,2,1,0,0,0,0,0,2,0,0,0,2,2,2,2,3,1,2,2,1,1,1,2,4,1,4,3,1,1,3,2,1,4,5,3,3,5,3,5,5,4,162,62,Female,22-24,23.624447492760247,Normal weight,-1.0507270739779329,-0.3730443546531337,-0.35764908199124323,0.025046848255881524,0.6880525516972881,0.20049647854017144,-1.0985305326764627
946,2,2,9,4,1,1,4,4,4,4,3,4,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,1,1,1,1,1,2,1,1,1,4,1,0,0,0,0,1,0,1,0,1,1,-1,2,-1,0,1,2,1,1,1,0,0,2,0,1,1,2,3,3,2,2,2,2,2,3,1,1,2,3,1,4,1,1,3,4,1,1,3,4,4,3,4,3,4,4,4,165,70,Female,22-24,25.71166207529844,Overweight,-0.29371841449507047,0.01611285946106427,0.10892377581999278,0.37661403243447855,0.26642583587571506,-0.06452175422858834,-0.698861995689001
947,3,2,9,4,1,1,3,5,5,4,3,1,2,1,3,3,3,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,2,1,1,1,1,1,2,3,1,0,0,0,NA,0,0,-1,0,-1,-1,0,2,-1,NA,1,2,2,1,1,0,0,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,1,2,2,2,2,5,2,3,3,4,2,6,4,4,3,1,3,162,52,Female,25-27,19.81405273586343,Normal weight,0.327808808475183,-0.28999860275991945,-0.20513497068612987,-0.28587647710536335,0.16275010099344855,0.40165194628428696,-0.38756544849072116
948,3,1,9,4,1,1,4,3,3,3,2,2,2,1,2,3,2,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,1,1,3,1,0,0,0,0,0,0,-1,0,-1,-1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,3,1,2,2,3,1,1,2,1,1,1,2,1,3,3,1,3,2,2,3,1,2,3,2,2,2,1,1,1,1,174,65,Male,25-27,21.469150482230148,Normal weight,-1.0216052406287388,-0.16162162333530572,-0.7335306161445728,-0.4853127006750308,-1.6442689139574875,-1.0147020650084984,0.4876134472982174
949,5,2,9,4,1,1,3,4,5,4,1,1,3,2,2,2,3,1,1,3,2,3,4,2,4,4,3,1,1,1,1,1,2,1,2,2,2,1,1,NA,4,0,0,0,0,0,0,0,2,-1,1,-1,1,2,-1,0,-1,2,0,0,1,0,0,0,0,1,0,3,1,2,2,1,1,2,2,2,3,3,2,2,1,2,1,3,4,4,2,4,3,4,4,3,4,4,4,3,4,169,76,Female,31-33,26.609712545078956,Overweight,1.0779815801513748,0.08588822382512866,-0.1791577447132779,-1.6120443499214412,0.3028136009688814,-9.242455390037208e-4,0.10095971986446
950,2,1,9,4,1,1,4,4,4,4,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,0,0,0,0,0,1,1,2,1,2,-1,1,1,0,2,1,1,0,0,0,0,0,0,2,1,2,2,1,2,2,2,1,1,1,2,3,2,3,2,1,2,3,2,2,4,4,4,4,4,4,4,4,4,178,75,Male,22-24,23.671253629592222,Normal weight,-0.8912771933422242,-0.25338277377126417,-0.3035520852465205,-1.2593685173970521,0.623642377803849,-0.23668471616022543,-0.4073216329903109
951,1,1,9,4,1,1,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,0,0,0,0,0,1,0,2,1,2,2,1,1,1,1,0,1,0,0,0,0,0,0,0,2,2,2,2,1,1,2,2,1,1,1,2,3,1,1,1,1,1,3,1,1,3,5,4,4,5,3,4,4,4,185,73,Male,19-21,21.32943754565376,Normal weight,-1.001875305425874,-0.31252513260941395,-0.31452726988710134,-1.218871676053075,0.6244836663836375,-0.6978779828881407,-1.1289537697100234
952,2,2,9,4,1,1,5,5,5,5,2,1,2,2,2,3,2,2,1,3,2,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,4,2,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,2,0,0,0,3,0,0,0,2,1,2,2,2,1,2,2,1,1,1,2,5,2,2,1,1,1,4,1,2,3,4,2,3,3,2,2,2,2,160,60,Female,22-24,23.437499999999996,Normal weight,-1.0649773696262228,-0.3440394063439005,-0.3150873070105108,-0.9725807169356994,-0.7958119694924888,-0.1335503857950333,-0.8278500796291308
953,3,2,9,4,1,1,4,4,4,4,3,4,3,3,4,4,2,4,2,4,3,1,2,1,1,1,1,2,1,1,1,1,1,3,2,3,3,3,1,1,3,1,1,0,0,0,0,0,1,-1,0,2,2,1,1,-1,-1,2,0,0,3,1,0,2,0,1,3,2,3,2,2,2,2,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,4,5,4,6,4,4,4,6,6,174,67,Female,25-27,22.12973972783723,Normal weight,0.6244397310450496,-0.3744085906294318,-0.015510399260834404,0.2797635970818723,1.3674897597568116,-1.6354873393557547,-0.7722078543967277
